,number,radius (m),lat,lng
0,18,662.4132551755581,47.53934068906484,-122.28969883826983
1,28,662.413262666479,47.53934068906484,-122.27720422371512
2,6,662.4132551755581,47.53934068906484,-122.26470960916039
3,1,662.413262666479,47.53934068906484,-122.23972038005095
4,16,662.413262666479,47.53934068906484,-122.22722576549623
5,5,662.4132551755581,47.53934068906484,-122.21473115094152
6,6,662.413262666479,47.53934068906484,-122.20223653638679
7,9,662.413262666479,47.53934068906484,-122.18974192183208
8,4,662.413262666479,47.53934068906484,-122.17724730727736
9,32,662.4132551755581,47.53934068906484,-122.16475269272264
10,4,662.4132551755581,47.53934068906484,-122.15225807816792
11,4,662.413262666479,47.53934068906484,-122.1397634636132
12,3,662.413262666479,47.53934068906484,-122.12726884905848
13,5,662.4132551755581,47.53934068906484,-122.11477423450377
14,4,662.4132551755581,47.53934068906484,-122.10227961994904
15,3,662.4132551755581,47.53934068906484,-122.08978500539432
16,3,662.4132551755581,47.53934068906484,-122.07729039083961
17,5,662.4132551755581,47.53934068906484,-122.06479577628488
18,57,662.413262666479,47.53934068906484,-122.05230116173017
19,29,662.3599820687509,47.54694162015835,-122.28969883826983
20,21,662.3599820687509,47.54694162015835,-122.27720422371512
21,4,662.3599820687509,47.54694162015835,-122.26470960916039
22,9,662.3599820687509,47.54694162015835,-122.25221499460568
23,1,662.3599820687509,47.54694162015835,-122.23972038005095
24,7,662.3599745772341,47.54694162015835,-122.22722576549623
25,2,662.3599820687509,47.54694162015835,-122.20223653638679
26,5,662.3599820687509,47.54694162015835,-122.18974192183208
27,14,662.3599820687509,47.54694162015835,-122.17724730727736
28,6,662.3599820687509,47.54694162015835,-122.16475269272264
29,6,662.3599820687509,47.54694162015835,-122.15225807816792
30,4,662.3599820687509,47.54694162015835,-122.1397634636132
31,2,662.3599820687509,47.54694162015835,-122.12726884905848
32,4,662.3599820687509,47.54694162015835,-122.11477423450377
33,5,662.3599820687509,47.54694162015835,-122.07729039083961
34,41,662.3599820687509,47.54694162015835,-122.06479577628488
35,82,662.3599820687509,47.54694162015835,-122.05230116173017
36,43,662.306697281207,47.55454255125187,-122.28969883826983
37,31,662.3067047733202,47.55454255125187,-122.27720422371512
38,11,662.306697281207,47.55454255125187,-122.26470960916039
39,13,662.306697281207,47.55454255125187,-122.25221499460568
40,1,662.306697281207,47.55454255125187,-122.23972038005095
41,8,662.306697281207,47.55454255125187,-122.22722576549623
42,4,662.306697281207,47.55454255125187,-122.21473115094152
43,2,662.306697281207,47.55454255125187,-122.20223653638679
44,4,662.3066897890936,47.55454255125187,-122.18974192183208
45,16,662.306697281207,47.55454255125187,-122.17724730727736
46,5,662.306697281207,47.55454255125187,-122.16475269272264
47,3,662.306697281207,47.55454255125187,-122.15225807816792
48,5,662.306697281207,47.55454255125187,-122.1397634636132
49,10,662.306697281207,47.55454255125187,-122.12726884905848
50,9,662.3066897890936,47.55454255125187,-122.11477423450377
51,1,662.306697281207,47.55454255125187,-122.10227961994904
52,2,662.306697281207,47.55454255125187,-122.08978500539432
53,10,662.306697281207,47.55454255125187,-122.07729039083961
54,14,662.306697281207,47.55454255125187,-122.06479577628488
55,22,662.3067047733202,47.55454255125187,-122.05230116173017
56,39,662.2534157955615,47.562143482345384,-122.28969883826983
57,7,662.2534157955615,47.562143482345384,-122.27720422371512
58,10,662.2534083028515,47.562143482345384,-122.26470960916039
59,5,662.2534157955615,47.562143482345384,-122.25221499460568
60,5,662.2534157955615,47.562143482345384,-122.22722576549623
61,3,662.2534083028515,47.562143482345384,-122.21473115094152
62,5,662.2534157955615,47.562143482345384,-122.18974192183208
63,5,662.2534157955615,47.562143482345384,-122.17724730727736
64,4,662.2534157955615,47.562143482345384,-122.16475269272264
65,7,662.2534157955615,47.562143482345384,-122.15225807816792
66,2,662.2534157955615,47.562143482345384,-122.1397634636132
67,3,662.2534157955615,47.562143482345384,-122.12726884905848
68,9,662.2534083028515,47.562143482345384,-122.11477423450377
69,4,662.2534157955615,47.562143482345384,-122.10227961994904
70,4,662.2534157955615,47.562143482345384,-122.08978500539432
71,2,662.2534083028515,47.562143482345384,-122.07729039083961
72,4,662.2534157955615,47.562143482345384,-122.06479577628488
73,2,662.2534157955615,47.562143482345384,-122.05230116173017
74,26,662.2001151326903,47.5697444134389,-122.28969883826983
75,3,662.2001151326903,47.5697444134389,-122.27720422371512
76,2,662.2001226259966,47.5697444134389,-122.26470960916039
77,3,662.2001226259966,47.5697444134389,-122.23972038005095
78,8,662.2001151326903,47.5697444134389,-122.22722576549623
79,5,662.2001151326903,47.5697444134389,-122.21473115094152
80,1,662.2001226259966,47.5697444134389,-122.20223653638679
81,6,662.2001226259966,47.5697444134389,-122.18974192183208
82,17,662.2001226259966,47.5697444134389,-122.17724730727736
83,14,662.2001226259966,47.5697444134389,-122.16475269272264
84,4,662.2001226259966,47.5697444134389,-122.15225807816792
85,5,662.2001226259966,47.5697444134389,-122.1397634636132
86,8,662.2001151326903,47.5697444134389,-122.12726884905848
87,4,662.2001151326903,47.5697444134389,-122.11477423450377
88,11,662.2001226259966,47.5697444134389,-122.10227961994904
89,4,662.2001226259966,47.5697444134389,-122.08978500539432
90,1,662.2001226259966,47.5697444134389,-122.07729039083961
91,2,662.2001226259966,47.5697444134389,-122.06479577628488
92,5,662.2001226259966,47.5697444134389,-122.05230116173017
93,22,662.1468252636299,47.57734534453242,-122.28969883826983
94,4,662.1468327575332,47.57734534453242,-122.27720422371512
95,1,662.1468252636299,47.57734534453242,-122.26470960916039
96,5,662.1468327575332,47.57734534453242,-122.23972038005095
97,6,662.1468252636299,47.57734534453242,-122.22722576549623
98,4,662.1468327575332,47.57734534453242,-122.21473115094152
99,10,662.1468327575332,47.57734534453242,-122.20223653638679
100,9,662.1468252636299,47.57734534453242,-122.18974192183208
101,54,662.1468327575332,47.57734534453242,-122.17724730727736
102,86,662.1468252636299,47.57734534453242,-122.16475269272264
103,5,662.1468252636299,47.57734534453242,-122.15225807816792
104,32,662.1468252636299,47.57734534453242,-122.1397634636132
105,7,662.1468327575332,47.57734534453242,-122.12726884905848
106,4,662.1468252636299,47.57734534453242,-122.11477423450377
107,1,662.1468252636299,47.57734534453242,-122.10227961994904
108,5,662.1468252636299,47.57734534453242,-122.07729039083961
109,4,662.1468327575332,47.57734534453242,-122.06479577628488
110,2,662.1468252636299,47.57734534453242,-122.05230116173017
111,19,662.0935312019654,47.58494627562593,-122.28969883826983
112,1,662.0935312019654,47.58494627562593,-122.26470960916039
113,4,662.0935312019654,47.58494627562593,-122.25221499460568
114,46,662.0935312019654,47.58494627562593,-122.23972038005095
115,31,662.0935312019654,47.58494627562593,-122.22722576549623
116,3,662.0935386964655,47.58494627562593,-122.21473115094152
117,2,662.0935386964655,47.58494627562593,-122.20223653638679
118,7,662.0935312019654,47.58494627562593,-122.18974192183208
119,4,662.0935312019654,47.58494627562593,-122.17724730727736
120,7,662.0935386964655,47.58494627562593,-122.16475269272264
121,11,662.0935312019654,47.58494627562593,-122.15225807816792
122,26,662.0935386964655,47.58494627562593,-122.1397634636132
123,7,662.0935312019654,47.58494627562593,-122.12726884905848
124,4,662.0935312019654,47.58494627562593,-122.11477423450377
125,5,662.0935312019654,47.58494627562593,-122.07729039083961
126,3,662.0935312019654,47.58494627562593,-122.06479577628488
127,2,662.0935312019654,47.58494627562593,-122.05230116173017
128,14,662.0402254516032,47.59254720671945,-122.28969883826983
129,1,662.0402254516032,47.59254720671945,-122.26470960916039
130,4,662.0402329467004,47.59254720671945,-122.25221499460568
131,9,662.0402254516032,47.59254720671945,-122.23972038005095
132,9,662.0402329467004,47.59254720671945,-122.22722576549623
133,2,662.0402329467004,47.59254720671945,-122.21473115094152
134,6,662.0402329467004,47.59254720671945,-122.20223653638679
135,9,662.0402329467004,47.59254720671945,-122.18974192183208
136,4,662.0402329467004,47.59254720671945,-122.17724730727736
137,4,662.0402329467004,47.59254720671945,-122.16475269272264
138,16,662.0402254516032,47.59254720671945,-122.15225807816792
139,7,662.0402329467004,47.59254720671945,-122.1397634636132
140,5,662.0402254516032,47.59254720671945,-122.12726884905848
141,6,662.0402254516032,47.59254720671945,-122.11477423450377
142,1,662.0402254516032,47.59254720671945,-122.08978500539432
143,1,662.0402254516032,47.59254720671945,-122.07729039083961
144,5,662.0402254516032,47.59254720671945,-122.06479577628488
145,3,662.0402329467004,47.59254720671945,-122.05230116173017
146,16,661.9869379925327,47.600148137812965,-122.28969883826983
147,10,661.9869379925327,47.600148137812965,-122.27720422371512
148,2,661.9869379925327,47.600148137812965,-122.22722576549623
149,4,661.9869379925327,47.600148137812965,-122.21473115094152
150,9,661.9869379925327,47.600148137812965,-122.20223653638679
151,19,661.9869379925327,47.600148137812965,-122.18974192183208
152,12,661.9869304968386,47.600148137812965,-122.17724730727736
153,4,661.9869379925327,47.600148137812965,-122.16475269272264
154,9,661.9869379925327,47.600148137812965,-122.15225807816792
155,7,661.9869379925327,47.600148137812965,-122.1397634636132
156,18,661.9869379925327,47.600148137812965,-122.12726884905848
157,4,661.9869304968386,47.600148137812965,-122.11477423450377
158,1,661.9869379925327,47.600148137812965,-122.10227961994904
159,2,661.9869379925327,47.600148137812965,-122.07729039083961
160,2,661.9869379925327,47.600148137812965,-122.06479577628488
161,5,661.9869379925327,47.600148137812965,-122.05230116173017
162,34,661.9336313476743,47.607749068906486,-122.28969883826983
163,4,661.9336313476743,47.607749068906486,-122.27720422371512
164,3,661.9336313476743,47.607749068906486,-122.22722576549623
165,4,661.9336313476743,47.607749068906486,-122.21473115094152
166,61,661.9336313476743,47.607749068906486,-122.20223653638679
167,29,661.9336313476743,47.607749068906486,-122.18974192183208
168,11,661.9336313476743,47.607749068906486,-122.17724730727736
169,4,661.9336313476743,47.607749068906486,-122.16475269272264
170,1,661.9336313476743,47.607749068906486,-122.15225807816792
171,27,661.9336313476743,47.607749068906486,-122.1397634636132
172,11,661.9336313476743,47.607749068906486,-122.12726884905848
173,5,661.9336313476743,47.607749068906486,-122.11477423450377
174,1,661.9336313476743,47.607749068906486,-122.10227961994904
175,3,661.9336313476743,47.607749068906486,-122.07729039083961
176,3,661.9336313476743,47.607749068906486,-122.06479577628488
177,1,661.9336313476743,47.607749068906486,-122.05230116173017
178,32,661.880320506225,47.61535,-122.28969883826983
179,7,661.8803280031137,47.61535,-122.27720422371512
180,1,661.8803280031137,47.61535,-122.26470960916039
181,4,661.880320506225,47.61535,-122.23972038005095
182,4,661.880320506225,47.61535,-122.22722576549623
183,5,661.880320506225,47.61535,-122.21473115094152
184,4,222.85094579581835,47.61057813131203,-122.208873692978
185,29,222.85094579581835,47.61057813131203,-122.20444892191719
186,27,222.85092352960442,47.61057813131203,-122.2000241508564
187,12,222.85092352960442,47.61057813131203,-122.19559937979558
188,8,222.84468158219016,47.612964065656016,-122.20444892191719
189,26,222.84468158219016,47.612964065656016,-122.2000241508564
190,20,222.84468158219016,47.612964065656016,-122.19559937979558
191,56,222.83846173091038,47.61535,-122.20444892191719
192,42,222.83846173091038,47.61535,-122.2000241508564
193,17,222.83846173091038,47.61535,-122.19559937979558
194,51,222.83224170953486,47.61773593434398,-122.20444892191719
195,42,222.83224170953486,47.61773593434398,-122.2000241508564
196,1,222.83224170953486,47.61773593434398,-122.19559937979558
197,1,222.8259992493687,47.62012186868797,-122.208873692978
198,8,222.82602151804957,47.62012186868797,-122.20444892191719
199,21,222.82602151804957,47.62012186868797,-122.2000241508564
200,6,222.8259992493687,47.62012186868797,-122.19559937979558
201,49,661.8803280031137,47.61535,-122.18974192183208
202,31,661.880320506225,47.61535,-122.17724730727736
203,2,661.8803280031137,47.61535,-122.16475269272264
204,5,661.8803280031137,47.61535,-122.15225807816792
205,16,661.8803280031137,47.61535,-122.1397634636132
206,58,661.880320506225,47.61535,-122.12726884905848
207,6,661.880320506225,47.61535,-122.11477423450377
208,3,661.8803280031137,47.61535,-122.10227961994904
209,7,661.8803280031137,47.61535,-122.06479577628488
210,1,661.880320506225,47.61535,-122.05230116173017
211,25,661.8270129646731,47.62295093109351,-122.28969883826983
212,8,661.8270129646731,47.62295093109351,-122.27720422371512
213,4,661.8270129646731,47.62295093109351,-122.23972038005095
214,6,661.8270054671868,47.62295093109351,-122.22722576549623
215,4,661.8270129646731,47.62295093109351,-122.21473115094152
216,60,661.8270129646731,47.62295093109351,-122.20223653638679
217,25,661.8270054671868,47.62295093109351,-122.18974192183208
218,17,661.8270129646731,47.62295093109351,-122.17724730727736
219,26,661.8270129646731,47.62295093109351,-122.16475269272264
220,48,661.8270129646731,47.62295093109351,-122.15225807816792
221,46,661.8270129646731,47.62295093109351,-122.1397634636132
222,75,661.8270129646731,47.62295093109351,-122.12726884905848
223,3,661.8270129646731,47.62295093109351,-122.11477423450377
224,8,661.8270129646731,47.62295093109351,-122.10227961994904
225,3,661.8270129646731,47.62295093109351,-122.08978500539432
226,1,661.8270129646731,47.62295093109351,-122.07729039083961
227,5,661.8270054671868,47.62295093109351,-122.06479577628488
228,5,661.8270129646731,47.62295093109351,-122.05230116173017
229,19,661.7737087238141,47.63055186218703,-122.28969883826983
230,23,661.7737087238141,47.63055186218703,-122.27720422371512
231,1,661.7737087238141,47.63055186218703,-122.25221499460568
232,3,661.7737087238141,47.63055186218703,-122.23972038005095
233,4,661.7737087238141,47.63055186218703,-122.22722576549623
234,5,661.7737012257301,47.63055186218703,-122.21473115094152
235,16,661.7737162218981,47.63055186218703,-122.20223653638679
236,7,661.7737087238141,47.63055186218703,-122.18974192183208
237,15,661.7737087238141,47.63055186218703,-122.17724730727736
238,19,661.7737162218981,47.63055186218703,-122.16475269272264
239,69,661.7737087238141,47.63055186218703,-122.15225807816792
240,7,222.81486127937245,47.62578076212356,-122.14640148146094
241,5,222.81486127937245,47.62578076212356,-122.14197613622912
242,2,222.8148390095902,47.62578076212356,-122.1375507909973
243,3,222.81486127937245,47.62578076212356,-122.13312544576547
244,25,222.8086406183469,47.6281663121553,-122.14640148146094
245,24,222.8086406183469,47.6281663121553,-122.14197613622912
246,9,222.80861834794885,47.6281663121553,-122.1375507909973
247,6,222.80859607754851,47.6281663121553,-122.13312544576547
248,12,222.80241978715796,47.63055186218703,-122.14640148146094
249,21,222.80241978715796,47.63055186218703,-122.14197613622912
250,29,222.80239751614397,47.63055186218703,-122.1375507909973
251,12,222.80239751614397,47.63055186218703,-122.13312544576547
252,4,222.79615424252938,47.632937412218766,-122.14640148146094
253,14,222.79617651416157,47.632937412218766,-122.14197613622912
254,21,222.79617651416157,47.632937412218766,-122.1375507909973
255,5,222.79615424252938,47.632937412218766,-122.13312544576547
256,7,222.78993306973936,47.635322962250505,-122.14640148146094
257,4,222.78993306973936,47.635322962250505,-122.1375507909973
258,1,222.78993306973936,47.635322962250505,-122.13312544576547
259,17,661.7737087238141,47.63055186218703,-122.12726884905848
260,4,661.7737012257301,47.63055186218703,-122.11477423450377
261,6,661.7737087238141,47.63055186218703,-122.10227961994904
262,1,661.7737087238141,47.63055186218703,-122.06479577628488
263,2,661.7737087238141,47.63055186218703,-122.05230116173017
264,6,661.7203777897153,47.63815279328055,-122.28969883826983
265,25,661.7203777897153,47.63815279328055,-122.27720422371512
266,2,661.7203777897153,47.63815279328055,-122.26470960916039
267,2,661.7203777897153,47.63815279328055,-122.25221499460568
268,5,661.7203777897153,47.63815279328055,-122.23972038005095
269,6,661.7203777897153,47.63815279328055,-122.22722576549623
270,4,661.7203777897153,47.63815279328055,-122.21473115094152
271,9,661.7203777897153,47.63815279328055,-122.20223653638679
272,5,661.7203777897153,47.63815279328055,-122.18974192183208
273,2,661.7203777897153,47.63815279328055,-122.17724730727736
274,7,661.7203777897153,47.63815279328055,-122.15225807816792
275,24,661.7203777897153,47.63815279328055,-122.1397634636132
276,5,661.7203777897153,47.63815279328055,-122.12726884905848
277,6,661.7203777897153,47.63815279328055,-122.11477423450377
278,3,661.7203777897153,47.63815279328055,-122.10227961994904
279,2,661.7203777897153,47.63815279328055,-122.08978500539432
280,4,661.7203777897153,47.63815279328055,-122.07729039083961
281,1,661.7203777897153,47.63815279328055,-122.06479577628488
282,2,661.7203777897153,47.63815279328055,-122.05230116173017
283,5,661.6670651516763,47.64575372437407,-122.28969883826983
284,6,661.667072650956,47.64575372437407,-122.27720422371512
285,4,661.6670651516763,47.64575372437407,-122.26470960916039
286,1,661.6670651516763,47.64575372437407,-122.25221499460568
287,1,661.6670651516763,47.64575372437407,-122.23972038005095
288,3,661.6670651516763,47.64575372437407,-122.22722576549623
289,1,661.6670651516763,47.64575372437407,-122.21473115094152
290,10,661.6670651516763,47.64575372437407,-122.20223653638679
291,5,661.6670651516763,47.64575372437407,-122.18974192183208
292,3,661.6670651516763,47.64575372437407,-122.17724730727736
293,3,661.667072650956,47.64575372437407,-122.16475269272264
294,1,661.6670651516763,47.64575372437407,-122.15225807816792
295,20,661.6670651516763,47.64575372437407,-122.1397634636132
296,16,661.6670651516763,47.64575372437407,-122.12726884905848
297,12,661.6670651516763,47.64575372437407,-122.11477423450377
298,3,661.667072650956,47.64575372437407,-122.10227961994904
299,1,661.6670651516763,47.64575372437407,-122.08978500539432
300,3,661.667072650956,47.64575372437407,-122.07729039083961
301,2,661.6670651516763,47.64575372437407,-122.06479577628488
302,2,661.6670651516763,47.64575372437407,-122.05230116173017
303,5,661.6137483144458,47.65335465546758,-122.28969883826983
304,3,661.6137483144458,47.65335465546758,-122.27720422371512
305,2,661.613740814568,47.65335465546758,-122.26470960916039
306,1,661.613740814568,47.65335465546758,-122.25221499460568
307,1,661.6137483144458,47.65335465546758,-122.23972038005095
308,2,661.6137483144458,47.65335465546758,-122.21473115094152
309,12,661.6137483144458,47.65335465546758,-122.20223653638679
310,5,661.6137483144458,47.65335465546758,-122.18974192183208
311,4,661.6137483144458,47.65335465546758,-122.17724730727736
312,2,661.6137483144458,47.65335465546758,-122.16475269272264
313,8,661.613740814568,47.65335465546758,-122.15225807816792
314,11,661.6137483144458,47.65335465546758,-122.1397634636132
315,7,661.6137483144458,47.65335465546758,-122.12726884905848
316,11,661.613740814568,47.65335465546758,-122.11477423450377
317,4,661.613740814568,47.65335465546758,-122.08978500539432
318,5,661.6137483144458,47.65335465546758,-122.07729039083961
319,4,661.6137483144458,47.65335465546758,-122.06479577628488
320,24,661.5604122760733,47.6609555865611,-122.28969883826983
321,6,661.5604122760733,47.6609555865611,-122.27720422371512
322,3,661.5604122760733,47.6609555865611,-122.26470960916039
323,1,661.5604122760733,47.6609555865611,-122.23972038005095
324,1,661.5604122760733,47.6609555865611,-122.22722576549623
325,4,661.5604122760733,47.6609555865611,-122.21473115094152
326,11,661.5604122760733,47.6609555865611,-122.20223653638679
327,4,661.5604122760733,47.6609555865611,-122.18974192183208
328,5,661.5604122760733,47.6609555865611,-122.17724730727736
329,24,661.5604122760733,47.6609555865611,-122.16475269272264
330,6,661.5604122760733,47.6609555865611,-122.15225807816792
331,6,661.5604122760733,47.6609555865611,-122.1397634636132
332,14,661.5604122760733,47.6609555865611,-122.12726884905848
333,21,661.5604122760733,47.6609555865611,-122.11477423450377
334,24,661.5604197765493,47.6609555865611,-122.10227961994904
335,8,661.5604122760733,47.6609555865611,-122.08978500539432
336,2,661.5604122760733,47.6609555865611,-122.07729039083961
337,1,661.5604122760733,47.6609555865611,-122.06479577628488
338,15,661.507094537341,47.668556517654615,-122.28969883826983
339,14,661.5071020384153,47.668556517654615,-122.27720422371512
340,3,661.5071020384153,47.668556517654615,-122.26470960916039
341,1,661.5071020384153,47.668556517654615,-122.25221499460568
342,2,661.5071020384153,47.668556517654615,-122.21473115094152
343,22,661.5071020384153,47.668556517654615,-122.20223653638679
344,26,661.5071020384153,47.668556517654615,-122.18974192183208
345,6,661.507094537341,47.668556517654615,-122.17724730727736
346,30,661.5071020384153,47.668556517654615,-122.16475269272264
347,7,661.5071095394894,47.668556517654615,-122.15225807816792
348,10,661.5071020384153,47.668556517654615,-122.1397634636132
349,46,661.5071020384153,47.668556517654615,-122.12726884905848
350,9,222.7246472625398,47.66378733970917,-122.12141440895718
351,2,222.7246472625398,47.66378733970917,-122.11698762598824
352,2,222.7246472625398,47.66378733970917,-122.1125608430193
353,6,222.72462498383146,47.66378733970917,-122.10813406005036
354,8,222.71842414741295,47.66617192868189,-122.12141440895718
355,4,222.71842414741295,47.66617192868189,-122.1125608430193
356,3,222.718401868088,47.66617192868189,-122.10813406005036
357,19,222.71217858197616,47.668556517654615,-122.12141440895718
358,3,222.71217858197616,47.668556517654615,-122.11698762598824
359,10,222.71217858197616,47.668556517654615,-122.1125608430193
360,1,222.71217858197616,47.668556517654615,-122.10813406005036
361,50,222.70593284492142,47.67094110662734,-122.12141440895718
362,29,222.70595512548186,47.67094110662734,-122.11698762598824
363,37,222.70595512548186,47.67094110662734,-122.1125608430193
364,10,222.70593284492142,47.67094110662734,-122.10813406005036
365,23,222.69968693623423,47.67332569560006,-122.12141440895718
366,13,222.69968693623423,47.67332569560006,-122.11698762598824
367,13,222.69968693623423,47.67332569560006,-122.1125608430193
368,7,222.69968693623423,47.67332569560006,-122.10813406005036
369,40,661.5071020384153,47.668556517654615,-122.10227961994904
370,6,661.507094537341,47.668556517654615,-122.08978500539432
371,3,661.5071020384153,47.668556517654615,-122.06479577628488
372,1,661.5071020384153,47.668556517654615,-122.05230116173017
373,9,661.4537575942703,47.67615744874813,-122.28969883826983
374,6,661.4537575942703,47.67615744874813,-122.27720422371512
375,14,661.4537575942703,47.67615744874813,-122.26470960916039
376,6,661.4537575942703,47.67615744874813,-122.25221499460568
377,1,661.4537575942703,47.67615744874813,-122.23972038005095
378,39,661.4537575942703,47.67615744874813,-122.21473115094152
379,86,661.4537650959431,47.67615744874813,-122.20223653638679
380,4,661.4537575942703,47.67615744874813,-122.18974192183208
381,29,661.4537575942703,47.67615744874813,-122.17724730727736
382,15,661.4537575942703,47.67615744874813,-122.16475269272264
383,5,661.4537575942703,47.67615744874813,-122.15225807816792
384,6,661.4537575942703,47.67615744874813,-122.1397634636132
385,73,661.4537575942703,47.67615744874813,-122.12726884905848
386,61,661.4537575942703,47.67615744874813,-122.11477423450377
387,20,661.4537575942703,47.67615744874813,-122.10227961994904
388,4,661.4537575942703,47.67615744874813,-122.08978500539432
389,2,661.4537575942703,47.67615744874813,-122.07729039083961
390,3,661.4537650959431,47.67615744874813,-122.06479577628488
391,3,661.4537575942703,47.67615744874813,-122.05230116173017
392,16,661.4004389536267,47.68375837984165,-122.28969883826983
393,4,661.4004389536267,47.68375837984165,-122.27720422371512
394,21,661.4004389536267,47.68375837984165,-122.26470960916039
395,16,661.4004389536267,47.68375837984165,-122.25221499460568
396,3,661.4004389536267,47.68375837984165,-122.23972038005095
397,5,661.4004389536267,47.68375837984165,-122.21473115094152
398,10,661.4004389536267,47.68375837984165,-122.20223653638679
399,8,661.4004389536267,47.68375837984165,-122.18974192183208
400,27,661.4004389536267,47.68375837984165,-122.17724730727736
401,9,661.4004389536267,47.68375837984165,-122.16475269272264
402,7,661.4004389536267,47.68375837984165,-122.15225807816792
403,17,661.4004314513554,47.68375837984165,-122.1397634636132
404,30,661.4004389536267,47.68375837984165,-122.12726884905848
405,4,661.4004314513554,47.68375837984165,-122.11477423450377
406,3,661.4004389536267,47.68375837984165,-122.10227961994904
407,3,661.4004389536267,47.68375837984165,-122.08978500539432
408,4,661.4004389536267,47.68375837984165,-122.07729039083961
409,1,661.4004389536267,47.68375837984165,-122.06479577628488
410,2,661.4004389536267,47.68375837984165,-122.05230116173017
411,19,661.3470936025776,47.69135931093516,-122.28969883826983
412,4,661.3470936025776,47.69135931093516,-122.27720422371512
413,9,661.3470936025776,47.69135931093516,-122.26470960916039
414,3,661.3470936025776,47.69135931093516,-122.25221499460568
415,6,661.3470860997077,47.69135931093516,-122.21473115094152
416,6,661.3470936025776,47.69135931093516,-122.20223653638679
417,6,661.3470936025776,47.69135931093516,-122.18974192183208
418,4,661.3470860997077,47.69135931093516,-122.17724730727736
419,4,661.3471011054476,47.69135931093516,-122.16475269272264
420,5,661.3470936025776,47.69135931093516,-122.15225807816792
421,7,661.3470860997077,47.69135931093516,-122.1397634636132
422,10,661.3470936025776,47.69135931093516,-122.12726884905848
423,4,661.3470860997077,47.69135931093516,-122.11477423450377
424,7,661.3470936025776,47.69135931093516,-122.10227961994904
425,10,661.3470860997077,47.69135931093516,-122.08978500539432
426,4,661.3470860997077,47.69135931093516,-122.07729039083961
427,1,661.3470936025776,47.69135931093516,-122.06479577628488
428,5,661.3470860997077,47.69135931093516,-122.05230116173017
